GENE	CCLE_CELL	BF
POLG2	42MGBA_CENTRAL_NERVOUS_SYSTEM	-5.169
POLD1	42MGBA_CENTRAL_NERVOUS_SYSTEM	46.438
POLD2	42MGBA_CENTRAL_NERVOUS_SYSTEM	22.84
POLD3	42MGBA_CENTRAL_NERVOUS_SYSTEM	27.724
POLD4	42MGBA_CENTRAL_NERVOUS_SYSTEM	-16.303
POLE	42MGBA_CENTRAL_NERVOUS_SYSTEM	28.001
POLH	JHOC5_OVARY	-15.782
POLI	JHOC5_OVARY	-27.491
POLK	JHOC5_OVARY	-21.823
POLA2	JHOC5_OVARY	11.572
POLL	JHOC5_OVARY	-11.867
POLB	JHOC5_OVARY	-29.668
POLM	JHOC5_OVARY	-19.832
POLD1	JHOC5_OVARY	36.451
POLN	JHOC5_OVARY	-29.903
REV3L	JHOC5_OVARY	13.579
POLD2	JHOC5_OVARY	17.65
POLQ	JHOC5_OVARY	16.22
POLD3	JHOC5_OVARY	50.86
POLD4	JHOC5_OVARY	-15.697
POLE	JHOC5_OVARY	44.141
MAD2L2	JHOC5_OVARY	37.366
POLE2	JHOC5_OVARY	45.558
POLE3	JHOC5_OVARY	5.33
POLE4	JHOC5_OVARY	-16.807
POLG	JHOC5_OVARY	-4.022
POLG2	JHOC5_OVARY	13.989
POLE2	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	48.609
POLE3	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	-2.193
POLE4	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	-15.757
REV3L	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	1.615
POLG	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	-10.21
POLG2	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	9.445
POLA2	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	19.565
POLH	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	-9.863
POLB	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	-23.348
POLI	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	-28.96
POLD1	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	40.678
POLK	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	-21.806
MAD2L2	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	21.814
POLD2	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	29.511
POLL	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	-14.058
POLD3	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	44.108
POLM	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	-6.48
POLD4	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	-26.937
POLN	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	-18.778
POLQ	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	-11.082
POLE	CCFSTTG1_CENTRAL_NERVOUS_SYSTEM	54.479
POLH	EFM19_BREAST	1.575
POLI	EFM19_BREAST	-32.974
POLK	EFM19_BREAST	-17.874
POLL	EFM19_BREAST	-11.379
POLM	EFM19_BREAST	-14.361
POLN	EFM19_BREAST	-25.498
MAD2L2	EFM19_BREAST	22.223
POLQ	EFM19_BREAST	-9.413
REV3L	EFM19_BREAST	10.821
POLA2	EFM19_BREAST	24.052
POLE2	EFM19_BREAST	22.249
POLB	EFM19_BREAST	-29.668
POLE3	EFM19_BREAST	-16.504
POLD1	EFM19_BREAST	38.732
POLE4	EFM19_BREAST	-13.487
POLD2	EFM19_BREAST	9.547
POLG	EFM19_BREAST	-16.307
POLD3	EFM19_BREAST	55.408
POLG2	EFM19_BREAST	-15.46
POLD4	EFM19_BREAST	-14.106
POLE	EFM19_BREAST	38.783
POLH	ISTMES2_PLEURA	-12.033
POLI	ISTMES2_PLEURA	-31.646
POLK	ISTMES2_PLEURA	-23.131
POLL	ISTMES2_PLEURA	-23.991
POLM	ISTMES2_PLEURA	-8.096
POLN	ISTMES2_PLEURA	-23.31
MAD2L2	ISTMES2_PLEURA	31.125
POLQ	ISTMES2_PLEURA	-2.193
POLA2	ISTMES2_PLEURA	17.168
POLE2	ISTMES2_PLEURA	37.177
POLB	ISTMES2_PLEURA	-31.752
POLE3	ISTMES2_PLEURA	27.611
POLD1	ISTMES2_PLEURA	39.473
POLE4	ISTMES2_PLEURA	8.698
REV3L	ISTMES2_PLEURA	25.35
POLD2	ISTMES2_PLEURA	23.733
POLG	ISTMES2_PLEURA	-11.147
POLD3	ISTMES2_PLEURA	54.313
POLG2	ISTMES2_PLEURA	2.049
POLD4	ISTMES2_PLEURA	-21.704
POLE	ISTMES2_PLEURA	37.154
POLH	YAPC_PANCREAS	31.406
POLI	YAPC_PANCREAS	-35.51
POLK	YAPC_PANCREAS	-17.431
POLE2	YAPC_PANCREAS	32.751
POLL	YAPC_PANCREAS	-12.909
POLE3	YAPC_PANCREAS	-12.478
POLM	YAPC_PANCREAS	-7.349
POLE4	YAPC_PANCREAS	-20.839
POLN	YAPC_PANCREAS	-18.127
POLG	YAPC_PANCREAS	-18.723
POLQ	YAPC_PANCREAS	-1.915
POLG2	YAPC_PANCREAS	-3.792
POLD4	YAPC_PANCREAS	-5.221
POLE	YAPC_PANCREAS	41.191
POLA2	YAPC_PANCREAS	14.243
POLB	YAPC_PANCREAS	-33.672
POLD1	YAPC_PANCREAS	48.535
REV3L	YAPC_PANCREAS	-8.205
POLD2	YAPC_PANCREAS	14.104
POLD3	YAPC_PANCREAS	40.477
MAD2L2	YAPC_PANCREAS	-1.09
REV3L	MSTO211H_PLEURA	4.598
POLH	MSTO211H_PLEURA	-10.335
POLI	MSTO211H_PLEURA	-26.817
POLK	MSTO211H_PLEURA	-19.237
POLD4	MSTO211H_PLEURA	-19.755
POLN	MSTO211H_PLEURA	-19.634
POLA2	MSTO211H_PLEURA	20.829
POLE2	MSTO211H_PLEURA	54.249
POLL	MSTO211H_PLEURA	-21.66
POLQ	MSTO211H_PLEURA	-13.762
POLB	MSTO211H_PLEURA	-25.845
POLE3	MSTO211H_PLEURA	-2.155
POLM	MSTO211H_PLEURA	-10.934
POLE	MSTO211H_PLEURA	3.356
POLD1	MSTO211H_PLEURA	36.166
POLE4	MSTO211H_PLEURA	-10.008
POLD2	MSTO211H_PLEURA	21.526
POLG	MSTO211H_PLEURA	-7.877
POLD3	MSTO211H_PLEURA	40.615
POLG2	MSTO211H_PLEURA	23.345
MAD2L2	MSTO211H_PLEURA	14.075
REV3L	NCIH3122_LUNG	-12.396
POLH	NCIH3122_LUNG	-3.415
POLI	NCIH3122_LUNG	-30.372
POLK	NCIH3122_LUNG	-19.09
POLN	NCIH3122_LUNG	-24.713
POLA2	NCIH3122_LUNG	7.057
POLE2	NCIH3122_LUNG	47.495
POLL	NCIH3122_LUNG	-11.264
POLQ	NCIH3122_LUNG	10.731
POLB	NCIH3122_LUNG	-28.882
POLE3	NCIH3122_LUNG	-0.215
POLM	NCIH3122_LUNG	-13.005
POLD1	NCIH3122_LUNG	38.615
POLE4	NCIH3122_LUNG	-9.967
POLD2	NCIH3122_LUNG	33.512
POLG	NCIH3122_LUNG	-16.516
POLD3	NCIH3122_LUNG	12.228
POLG2	NCIH3122_LUNG	-12.211
POLD4	NCIH3122_LUNG	-2.333
POLE	NCIH3122_LUNG	17.354
MAD2L2	NCIH3122_LUNG	0.606
POLA2	HCC461_LUNG	17.325
POLB	HCC461_LUNG	-28.004
POLD1	HCC461_LUNG	45.234
MAD2L2	HCC461_LUNG	25.617
REV3L	HCC461_LUNG	14.973
POLD2	HCC461_LUNG	16.459
POLD3	HCC461_LUNG	43.844
POLD4	HCC461_LUNG	-19.574
POLH	HCC461_LUNG	-7.501
POLI	HCC461_LUNG	-29.974
POLE	HCC461_LUNG	38.118
POLK	HCC461_LUNG	-33.171
POLE2	HCC461_LUNG	34.871
POLL	HCC461_LUNG	-15.134
POLE3	HCC461_LUNG	2.424
POLM	HCC461_LUNG	-14.595
POLE4	HCC461_LUNG	-2.551
POLN	HCC461_LUNG	-22.746
POLG	HCC461_LUNG	-8.72
POLQ	HCC461_LUNG	-8.317
POLG2	HCC461_LUNG	2.372
REV3L	RPMI7951_SKIN	12.163
POLE2	RPMI7951_SKIN	53.948
POLE3	RPMI7951_SKIN	-0.963
POLE4	RPMI7951_SKIN	2.57
MAD2L2	RPMI7951_SKIN	19.71
POLH	RPMI7951_SKIN	-12.861
POLG	RPMI7951_SKIN	-17.899
POLI	RPMI7951_SKIN	-29.801
POLG2	RPMI7951_SKIN	8.011
POLK	RPMI7951_SKIN	-18.123
POLL	RPMI7951_SKIN	-11.376
POLM	RPMI7951_SKIN	-21.535
POLN	RPMI7951_SKIN	-28.329
POLQ	RPMI7951_SKIN	-13.958
POLD4	RPMI7951_SKIN	-20.439
POLA2	RPMI7951_SKIN	20.811
POLE	RPMI7951_SKIN	43.446
POLB	RPMI7951_SKIN	-26.605
POLD1	RPMI7951_SKIN	27.649
POLD2	RPMI7951_SKIN	23.104
POLD3	RPMI7951_SKIN	43.898
POLH	COLO678_LARGE_INTESTINE	-24.672
POLI	COLO678_LARGE_INTESTINE	-32.975
POLK	COLO678_LARGE_INTESTINE	-15.199
POLE2	COLO678_LARGE_INTESTINE	48.042
POLL	COLO678_LARGE_INTESTINE	-16.007
POLE3	COLO678_LARGE_INTESTINE	-29.799
POLM	COLO678_LARGE_INTESTINE	-19.125
POLE4	COLO678_LARGE_INTESTINE	-27.215
POLN	COLO678_LARGE_INTESTINE	-20.094
POLG	COLO678_LARGE_INTESTINE	-21.461
POLQ	COLO678_LARGE_INTESTINE	-17.99
POLG2	COLO678_LARGE_INTESTINE	-18.361
MAD2L2	COLO678_LARGE_INTESTINE	19.965
REV3L	COLO678_LARGE_INTESTINE	18.779
POLD4	COLO678_LARGE_INTESTINE	-19.369
POLE	COLO678_LARGE_INTESTINE	36.247
POLA2	COLO678_LARGE_INTESTINE	32.961
POLB	COLO678_LARGE_INTESTINE	-33.099
POLD1	COLO678_LARGE_INTESTINE	44.757
POLD2	COLO678_LARGE_INTESTINE	17.732
POLD3	COLO678_LARGE_INTESTINE	38.645
POLA2	HCC1428_BREAST	20.055
POLB	HCC1428_BREAST	-26.099
POLD1	HCC1428_BREAST	29.095
REV3L	HCC1428_BREAST	5.456
POLD2	HCC1428_BREAST	12.122
POLD3	HCC1428_BREAST	43.555
POLD4	HCC1428_BREAST	-18.446
POLE	HCC1428_BREAST	32.523
POLE4	HCC1428_BREAST	-20.015
POLH	HCC1428_BREAST	-12.717
POLE2	HCC1428_BREAST	36.655
POLG	HCC1428_BREAST	-21.596
POLI	HCC1428_BREAST	-36.195
POLE3	HCC1428_BREAST	-15.934
POLG2	HCC1428_BREAST	-4.766
POLK	HCC1428_BREAST	-21.993
POLL	HCC1428_BREAST	-13.383
POLM	HCC1428_BREAST	-22.006
POLN	HCC1428_BREAST	-31.346
POLQ	HCC1428_BREAST	-3.282
MAD2L2	HCC1428_BREAST	12.357
POLH	MKN45_STOMACH	-17.9
POLI	MKN45_STOMACH	-30.879
POLK	MKN45_STOMACH	-14.981
POLN	MKN45_STOMACH	-21.455
REV3L	MKN45_STOMACH	44.354
POLL	MKN45_STOMACH	-14.291
POLQ	MKN45_STOMACH	8.586
POLM	MKN45_STOMACH	-6.902
POLE2	MKN45_STOMACH	48.766
POLE3	MKN45_STOMACH	-15.368
POLE4	MKN45_STOMACH	-7.867
POLD4	MKN45_STOMACH	0.112
POLA2	MKN45_STOMACH	7.325
POLG	MKN45_STOMACH	-7.769
POLB	MKN45_STOMACH	-31.966
POLG2	MKN45_STOMACH	11.704
POLE	MKN45_STOMACH	-6.527
POLD1	MKN45_STOMACH	17.598
POLD2	MKN45_STOMACH	38.732
POLD3	MKN45_STOMACH	42.781
MAD2L2	MKN45_STOMACH	32.349
POLH	SKHEP1_LIVER	2.181
POLI	SKHEP1_LIVER	-35.959
POLK	SKHEP1_LIVER	-18.018
POLL	SKHEP1_LIVER	-16.267
POLM	SKHEP1_LIVER	-16.986
POLN	SKHEP1_LIVER	-17.807
POLQ	SKHEP1_LIVER	-4.753
POLA2	SKHEP1_LIVER	3.805
POLB	SKHEP1_LIVER	-20.519
POLD1	SKHEP1_LIVER	31.084
POLE4	SKHEP1_LIVER	-16.472
POLE2	SKHEP1_LIVER	62.204
POLD2	SKHEP1_LIVER	32.107
POLG	SKHEP1_LIVER	-12.768
POLE3	SKHEP1_LIVER	-21.394
POLD3	SKHEP1_LIVER	44.822
POLG2	SKHEP1_LIVER	4.472
POLD4	SKHEP1_LIVER	-16.338
POLE	SKHEP1_LIVER	30.332
REV3L	SKHEP1_LIVER	26.648
MAD2L2	SKHEP1_LIVER	30.236
POLH	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-9.853
POLI	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-26.247
POLK	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-15.499
POLL	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-19.355
POLM	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-17.205
POLN	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-23.412
POLQ	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-8.503
POLA2	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-1.613
POLE2	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	59.645
POLB	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-12.236
POLE3	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	19.067
POLD1	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	29.142
POLE4	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-5.365
POLD2	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	13.221
POLG	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-3.405
POLD3	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	43.844
POLG2	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	7.695
POLD4	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-10.554
POLE	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	25.059
REV3L	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	6.614
MAD2L2	MOLM13_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	31.494
POLH	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-17.292
POLI	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-9.909
POLK	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-18.152
POLL	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-21.385
POLM	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-22.819
POLN	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-9.376
POLQ	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-14.556
POLE2	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	53.948
POLE3	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-19.497
POLE4	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-16.821
REV3L	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	15.954
POLG	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-14.962
POLG2	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-13.684
POLD4	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-16.045
POLE	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	40.401
POLA2	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	28.341
POLB	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-29.685
POLD1	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	32.32
MAD2L2	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	13.645
POLD2	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	16.036
POLD3	SKMM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	29.787
MAD2L2	U2OS_BONE	43.944
POLE2	U2OS_BONE	22.369
POLE3	U2OS_BONE	-21.944
POLE4	U2OS_BONE	-20.236
POLG	U2OS_BONE	-13.118
POLG2	U2OS_BONE	3.546
POLD4	U2OS_BONE	-22.732
POLA2	U2OS_BONE	9.513
POLH	U2OS_BONE	-8.415
POLB	U2OS_BONE	-33.171
POLI	U2OS_BONE	-29.195
POLE	U2OS_BONE	43.588
POLD1	U2OS_BONE	34.625
POLK	U2OS_BONE	-24.664
REV3L	U2OS_BONE	13.227
POLD2	U2OS_BONE	28.574
POLL	U2OS_BONE	-14.167
POLD3	U2OS_BONE	30.154
POLM	U2OS_BONE	-15.796
POLN	U2OS_BONE	-27.848
POLQ	U2OS_BONE	5.77
POLH	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-16.73
POLI	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-18.676
POLK	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-19.557
POLL	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-15.187
POLM	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-9.988
POLN	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-13.911
MAD2L2	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	15.634
POLQ	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-2.209
POLE4	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-20.034
POLA2	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	1.473
POLE2	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	53.96
POLG	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	11.267
REV3L	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	3.225
POLB	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-24.153
POLE3	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-25.518
POLG2	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	14.387
POLD1	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	51.103
POLD4	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-12.988
POLD2	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	14.31
POLD3	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	52.394
POLE	SUDHL4_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	29.752
MAD2L2	SKNDZ_AUTONOMIC_GANGLIA	32.19
POLH	SKNDZ_AUTONOMIC_GANGLIA	-14.845
REV3L	SKNDZ_AUTONOMIC_GANGLIA	5.79
POLI	SKNDZ_AUTONOMIC_GANGLIA	-34.945
POLK	SKNDZ_AUTONOMIC_GANGLIA	-18.661
POLE2	SKNDZ_AUTONOMIC_GANGLIA	39.633
POLL	SKNDZ_AUTONOMIC_GANGLIA	-10.967
POLE3	SKNDZ_AUTONOMIC_GANGLIA	-8.316
POLM	SKNDZ_AUTONOMIC_GANGLIA	-20.681
POLE4	SKNDZ_AUTONOMIC_GANGLIA	-10.421
POLD4	SKNDZ_AUTONOMIC_GANGLIA	-12.098
POLN	SKNDZ_AUTONOMIC_GANGLIA	-17.807
POLG	SKNDZ_AUTONOMIC_GANGLIA	-3.83
POLQ	SKNDZ_AUTONOMIC_GANGLIA	-14.769
POLG2	SKNDZ_AUTONOMIC_GANGLIA	-5.245
POLE	SKNDZ_AUTONOMIC_GANGLIA	41.853
POLA2	SKNDZ_AUTONOMIC_GANGLIA	23.012
POLB	SKNDZ_AUTONOMIC_GANGLIA	-36.694
POLD1	SKNDZ_AUTONOMIC_GANGLIA	53.178
POLD2	SKNDZ_AUTONOMIC_GANGLIA	19.728
POLD3	SKNDZ_AUTONOMIC_GANGLIA	47.73
POLD4	SNU1105_CENTRAL_NERVOUS_SYSTEM	-22.93
POLH	SNU1105_CENTRAL_NERVOUS_SYSTEM	-10.423
POLI	SNU1105_CENTRAL_NERVOUS_SYSTEM	-30.05
POLE	SNU1105_CENTRAL_NERVOUS_SYSTEM	36.166
POLK	SNU1105_CENTRAL_NERVOUS_SYSTEM	-24.87
POLE2	SNU1105_CENTRAL_NERVOUS_SYSTEM	57.94
POLL	SNU1105_CENTRAL_NERVOUS_SYSTEM	-8.178
POLE3	SNU1105_CENTRAL_NERVOUS_SYSTEM	-24.395
POLM	SNU1105_CENTRAL_NERVOUS_SYSTEM	-15.179
POLE4	SNU1105_CENTRAL_NERVOUS_SYSTEM	-4.551
POLN	SNU1105_CENTRAL_NERVOUS_SYSTEM	-18.778
POLA2	SNU1105_CENTRAL_NERVOUS_SYSTEM	13.124
MAD2L2	SNU1105_CENTRAL_NERVOUS_SYSTEM	20.1
REV3L	SNU1105_CENTRAL_NERVOUS_SYSTEM	41.14
POLG	SNU1105_CENTRAL_NERVOUS_SYSTEM	-2.657
POLQ	SNU1105_CENTRAL_NERVOUS_SYSTEM	-1.665
POLB	SNU1105_CENTRAL_NERVOUS_SYSTEM	-23.769
POLG2	SNU1105_CENTRAL_NERVOUS_SYSTEM	-10.366
POLD1	SNU1105_CENTRAL_NERVOUS_SYSTEM	51.873
POLD2	SNU1105_CENTRAL_NERVOUS_SYSTEM	4.402
POLD3	SNU1105_CENTRAL_NERVOUS_SYSTEM	51.738
POLH	HCC1143_BREAST	-9.312
POLI	HCC1143_BREAST	-32.171
POLK	HCC1143_BREAST	-18.194
POLL	HCC1143_BREAST	-13.389
POLM	HCC1143_BREAST	-8.688
POLN	HCC1143_BREAST	-20.681
REV3L	HCC1143_BREAST	1.108
POLQ	HCC1143_BREAST	-8.261
MAD2L2	HCC1143_BREAST	39.75
POLD4	HCC1143_BREAST	-0.928
POLE	HCC1143_BREAST	50.189
POLA2	HCC1143_BREAST	20.586
POLE2	HCC1143_BREAST	30.224
POLB	HCC1143_BREAST	-24.336
POLE3	HCC1143_BREAST	-15.825
POLD1	HCC1143_BREAST	43.977
POLE4	HCC1143_BREAST	-22.649
POLD2	HCC1143_BREAST	28.509
POLG	HCC1143_BREAST	5.949
POLD3	HCC1143_BREAST	56.426
POLG2	HCC1143_BREAST	5.337
POLH	SF295_CENTRAL_NERVOUS_SYSTEM	-22.945
POLI	SF295_CENTRAL_NERVOUS_SYSTEM	-34.004
POLK	SF295_CENTRAL_NERVOUS_SYSTEM	-22.72
POLL	SF295_CENTRAL_NERVOUS_SYSTEM	-18.588
POLM	SF295_CENTRAL_NERVOUS_SYSTEM	-4.671
POLD4	SF295_CENTRAL_NERVOUS_SYSTEM	-13.862
POLN	SF295_CENTRAL_NERVOUS_SYSTEM	-19.594
MAD2L2	SF295_CENTRAL_NERVOUS_SYSTEM	13.882
POLQ	SF295_CENTRAL_NERVOUS_SYSTEM	-6.676
POLE	SF295_CENTRAL_NERVOUS_SYSTEM	25.805
POLE2	SF295_CENTRAL_NERVOUS_SYSTEM	66.566
POLE3	SF295_CENTRAL_NERVOUS_SYSTEM	0.809
POLE4	SF295_CENTRAL_NERVOUS_SYSTEM	1.138
POLG	SF295_CENTRAL_NERVOUS_SYSTEM	13.124
POLG2	SF295_CENTRAL_NERVOUS_SYSTEM	11.204
POLA2	SF295_CENTRAL_NERVOUS_SYSTEM	12.021
POLB	SF295_CENTRAL_NERVOUS_SYSTEM	-18.792
POLD1	SF295_CENTRAL_NERVOUS_SYSTEM	40.511
REV3L	SF295_CENTRAL_NERVOUS_SYSTEM	3.945
POLD2	SF295_CENTRAL_NERVOUS_SYSTEM	16.628
POLD3	SF295_CENTRAL_NERVOUS_SYSTEM	40.999
MAD2L2	T84_LARGE_INTESTINE	36.987
POLH	T84_LARGE_INTESTINE	-16.551
POLI	T84_LARGE_INTESTINE	-40.767
POLK	T84_LARGE_INTESTINE	-21.955
POLN	T84_LARGE_INTESTINE	-14.72
REV3L	T84_LARGE_INTESTINE	9.76
POLL	T84_LARGE_INTESTINE	-11.258
POLQ	T84_LARGE_INTESTINE	-13.695
POLM	T84_LARGE_INTESTINE	-22.901
POLD4	T84_LARGE_INTESTINE	-29.35
POLE	T84_LARGE_INTESTINE	44.354
POLA2	T84_LARGE_INTESTINE	19.158
POLE2	T84_LARGE_INTESTINE	54.612
POLB	T84_LARGE_INTESTINE	-30.415
POLE3	T84_LARGE_INTESTINE	13.194
POLD1	T84_LARGE_INTESTINE	59.187
POLE4	T84_LARGE_INTESTINE	6.171
POLD2	T84_LARGE_INTESTINE	3.275
POLG	T84_LARGE_INTESTINE	3.67
POLD3	T84_LARGE_INTESTINE	43.555
POLG2	T84_LARGE_INTESTINE	20.559
POLH	OE33_OESOPHAGUS	-20.044
REV3L	OE33_OESOPHAGUS	-7.068
POLI	OE33_OESOPHAGUS	-38.178
POLK	OE33_OESOPHAGUS	-18.662
MAD2L2	OE33_OESOPHAGUS	3.502
POLL	OE33_OESOPHAGUS	-12.005
POLM	OE33_OESOPHAGUS	-10.544
POLN	OE33_OESOPHAGUS	-25.686
POLQ	OE33_OESOPHAGUS	-11.518
POLA2	OE33_OESOPHAGUS	14.742
POLB	OE33_OESOPHAGUS	-27.48
POLD1	OE33_OESOPHAGUS	45.721
POLD2	OE33_OESOPHAGUS	20.655
POLD3	OE33_OESOPHAGUS	39.417
POLD4	OE33_OESOPHAGUS	-11.538
POLE	OE33_OESOPHAGUS	39.519
POLE2	OE33_OESOPHAGUS	32.034
POLE3	OE33_OESOPHAGUS	-2.052
POLE4	OE33_OESOPHAGUS	-22.649
POLG	OE33_OESOPHAGUS	-5.952
POLG2	OE33_OESOPHAGUS	10.948
REV3L	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	19.965
POLH	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-6.985
POLN	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-26.399
POLQ	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-9.916
POLI	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-27.078
POLK	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-22.335
POLM	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-16.052
POLL	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-1.299
POLA2	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	15.116
POLB	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-34.005
POLD1	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	17.47
POLD2	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	22.812
POLD3	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	41.711
POLD4	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	-24.933
POLE	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	45.58
POLE2	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	46.957
POLE3	TF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	2.333
