GENE	FancG_HCT116_T1	FancG_HCT116_T2	FancL_HCT116_T1	FancL_HCT116_T2	WT_HCT116_T1	WT_HCT116_T2
CPAMD8	-5.112	-19.935	-11.87	-22.764	-8.921	-20.877
CPB1	-0.56	-19.944000000000003	0.889	-15.472000000000001	-12.175	-32.839
CPB2	-2.06	-1.804	-13.648	-25.83	-24.697	-30.456999999999997
CPD	3.293	-6.77	0.496	-21.32	5.067	-5.785
CPE	1.749	-6.731	-1.547	-6.912999999999999	-13.302999999999999	-31.96
CPEB1	-3.665	-19.315	-7.803	-18.726	-2.7689999999999997	-15.636
CPEB2	5.915	-1.571	-1.751	-13.026	1.831	-9.001
CPEB3	-5.249	-12.304	-8.645	-21.789	-20.327	-30.508000000000003
CPEB4	-10.899000000000001	-15.220999999999998	-17.254	-19.881	-24.156	-26.815
CPED1	-2.9539999999999997	-5.087	-6.686	-19.026	-9.296	-22.465
CPLX1	2.306	-22.774	-3.984	-27.2	2.563	-27.541999999999998
CPLX2	-10.353	-13.352	-14.338	-11.114	-19.602	-20.28
CPLX3	-5.25	-15.294	-2.424	-9.165	-4.957	-17.069000000000003
CPLX4	15.437000000000001	-9.076	8.649	-18.489	8.474	-27.33
CPM	3.47	-10.705	1.506	-12.126	-3.986	-20.869
CPN1	0.245	-4.4430000000000005	-1.8769999999999998	-4.872	-9.591000000000001	-23.719
CPN2	-4.038	-8.722999999999999	-3.4410000000000003	-10.785	-3.0260000000000002	-5.621
CPNE1	-7.6770000000000005	-10.769	-6.715	-11.569	-28.855	-31.862
CPNE2	-4.475	-22.397	-8.61	-20.599	-11.162	-25.68
CPNE3	-3.033	-11.142999999999999	-6.739	-2.748	-9.796	-12.562000000000001
CPNE4	-12.79	-16.312	-20.32	-24.447	-28.933000000000003	-34.109
CPNE5	-12.033	-16.27	-12.200999999999999	-10.959000000000001	-32.37	-34.955
CPNE6	-0.353	-5.4479999999999995	-7.34	-9.568999999999999	-14.16	-20.331
CPNE7	-2.355	6.195	-8.766	0.848	-11.544	-6.692
CPNE8	3.327	-6.7860000000000005	0.23600000000000002	-9.325	-13.100999999999999	-37.202
CPNE9	-3.113	-10.002	-6.968999999999999	-14.147	-10.52	-21.909000000000002
CPO	-6.2410000000000005	-26.823	-15.985999999999999	-29.057	-11.779000000000002	-34.085
CPOX	5.13	26.374000000000002	0.517	13.785	-0.01	40.259
CPPED1	-6.614	-14.681	-12.163	-18.319000000000003	-17.483	-24.19
CPQ	0.8490000000000001	-11.288	1.489	-12.802	-10.265	-27.660999999999998
CPS1	-9.122	-12.335999999999999	-16.369	-22.372	-17.906	-20.36
CPSF1	-4.936	-3.617	3.303	17.872	2.958	21.031999999999996
CPSF2	13.013	11.894	19.484	10.081	23.986	22.596
CPSF3	6.763	-3.26	9.787	-2.465	13.739	5.143
CPSF3L	5.374	11.629000000000001	18.789	33.503	36.762	57.845
CPSF4	2.807	19.082	3.245	22.454	21.272	59.053000000000004
CPSF4L	-7.641	-13.322000000000001	-4.571000000000001	-3.705	-23.085	-34.157
CPSF6	-4.149	-14.597000000000001	-8.419	-23.029	-6.9110000000000005	-24.410999999999998
CPSF7	0.8079999999999999	-11.753	-1.339	-23.23	-8.658999999999999	-27.107
CPT1A	5.181	-8.222999999999999	1.036	-7.55	-1.258	-16.573
CPT1B	-12.89	-20.192	-17.48	-22.434	-27.851999999999997	-33.671
CPT1C	-12.299000000000001	-19.582	-13.658	-7.562	-15.68	-6.8420000000000005
CPT2	-5.8420000000000005	-11.389000000000001	-9.759	-6.747999999999999	-17.282	-12.132
CPVL	-12.716	-25.951999999999998	-14.97	-21.543000000000003	-31.115	-38.19
CPXCR1	1.209	-11.597000000000001	-1.85	-19.561	-6.006	-30.85
CPXM1	-7.605	-10.927	-16.95	-27.055	-28.41	-32.067
CPXM2	-9.509	-11.812999999999999	-11.815	-6.912999999999999	-6.851	-0.777
CPZ	-7.28	-1.607	-9.926	-3.332	-16.706	-19.499000000000002
CR1	-4.003	-5.8229999999999995	-19.664	-26.008000000000003	-15.285	-8.745
CR1L	-3.4210000000000003	-11.3	-5.6579999999999995	-10.835999999999999	-9.695	-13.957
CR2	-2.55	-23.088	-7.029	-36.824	1.273	-24.38
CRABP1	-7.961	-10.270999999999999	-17.028	-22.114	-20.179000000000002	-24.070999999999998
CRABP2	1.208	-14.382	0.633	-19.098	0.731	-6.837000000000001
CRADD	-3.0789999999999997	-12.24	-12.439	-26.375999999999998	-23.622	-43.68600000000001
CRAMP1L	7.506	8.876	7.676	-4.408	9.449	15.265
CRAT	-3.365	-12.835	-16.879	-26.59	-13.831	-11.394
CRB1	0.961	-7.75	-4.277	-17.02	-20.389	-32.27
CRB2	-11.491	-13.645999999999999	-15.054	-20.871	-12.001	-20.664
CRB3	-9.214	-11.411	-8.963	-16.343	-25.872	-27.649
CRBN	-7.178	-2.416	-12.148	-1.815	-30.42	-23.103
CRCP	6.849	32.823	11.534	28.866999999999997	23.127	52.333999999999996
CRCT1	-12.245	-17.352999999999998	-15.257	-18.515	-15.571	-14.142999999999999
CREB1	-0.152	-0.857	-3.531	-4.0089999999999995	-7.037000000000001	-9.648
CREB3	-5.14	-6.337000000000001	-8.687000000000001	-8.647	-12.140999999999998	-5.893
CREB3L1	-12.835999999999999	-4.658	-11.663	-6.954	-16.136	-1.854
CREB3L2	-8.992	-13.193	-12.1	-12.418	-25.95	-13.122
CREB3L3	-9.714	-9.443999999999999	-14.617	-19.41	-23.344	-23.939
CREB3L4	-13.254000000000001	-15.784	-9.966000000000001	-7.893	-26.081999999999997	-21.819000000000003
CREB5	-4.768	-16.122	-4.756	-11.975	6.711	1.55
CREBBP	6.763	21.334	-3.3760000000000003	-7.746	23.423000000000002	22.971999999999998
CREBL2	-0.067	-11.255999999999998	-4.029	-16.070999999999998	-15.522	-25.677
CREBRF	0.622	-12.610999999999999	1.5759999999999998	-7.7620000000000005	-3.863	-20.768
CREBZF	-3.307	-4.947	-5.779	5.127999999999999	-19.72	-21.427
CREG1	-1.5119999999999998	3.6919999999999997	-10.026	-9.624	7.537999999999999	0.47600000000000003
CREG2	-8.883	-14.01	-12.662	-8.745	-4.355	-9.357000000000001
CRELD1	-7.947	-18.897000000000002	-15.658	-22.695	-15.755	-22.26
CRELD2	-8.902000000000001	-2.469	-4.811	2.144	-15.665	-4.558
CREM	-4.975	-10.144	-15.789000000000001	-25.939	-16.631	-23.679000000000002
CRH	-1.5330000000000001	-5.67	-4.177	-5.61	0.485	-11.149000000000001
CRHBP	-10.372	-13.812999999999999	-8.867	-14.591	-22.706999999999997	-23.484
CRHR1	0.863	-7.808	5.546	5.01	5.466	-8.745
CRHR2	-13.526	-19.052	-21.031999999999996	-27.281	-21.134	-10.263
CRIM1	1.367	-7.619	-4.146	-9.16	-10.341	-28.575
CRIP1	-11.642000000000001	-10.802	-14.015999999999998	-9.232999999999999	-29.921999999999997	-31.967
CRIP2	-6.396	2.694	-9.687000000000001	-3.99	-17.71	-8.298
CRIP3	-2.2430000000000003	-8.802999999999999	-11.459000000000001	-12.75	-20.72	-31.141
CRIPAK	-8.283999999999999	-11.834000000000001	-18.113	-17.647000000000002	-12.380999999999998	-24.796
CRIPT	1.383	0.07400000000000001	2.198	0.494	8.391	0.425
CRISP1	-8.458	-18.105	-4.496	-5.047	-13.923	-25.851999999999997
CRISP2	-0.47	2.745	-15.619000000000002	-31.298000000000002	-11.107999999999999	-28.555
CRISP3	-3.0010000000000003	-16.421	-17.189	-42.383	-2.3209999999999997	-6.5760000000000005
CRISPLD1	-3.637	-6.502999999999999	-10.640999999999998	-21.698	-11.85	-21.066
CRISPLD2	-12.767000000000001	-18.505	-12.59	-19.404	-24.695999999999998	-26.625999999999998
CRK	-6.334	3.302	-0.81	20.308	-17.067	-5.57
CRKL	1.311	1.301	-0.35700000000000004	-0.18600000000000003	-10.156	-7.254
CRLF1	-2.017	-9.237	-8.437000000000001	-13.953	-17.926	-28.685
CRLF3	4.202	-7.465	-0.589	-17.073	-0.659	-15.307
CRLS1	-11.378	-6.571000000000001	-21.096999999999998	-14.629000000000001	-14.965	-8.765
CRMP1	-7.247999999999999	-3.333	-10.248	-3.702	-19.05	-14.815
CRNKL1	10.712	3.696	10.267000000000001	12.202	17.930999999999997	9.717
CRNN	-4.194	-10.591	-7.277	-9.878	-17.625	-17.889
CROCC	-11.66	-14.905	-16.72	-25.65	-9.49	-13.617
CROT	1.483	-9.977	-5.272	-13.082	-4.862	-22.425
CRP	-6.372000000000001	-9.836	-10.722000000000001	-7.502999999999999	-13.742	-8.715
CRTAC1	-15.295	-12.969000000000001	-28.366999999999997	-25.684	-33.71	-29.747
CRTAM	-6.662000000000001	-8.089	-13.630999999999998	-12.533	-23.664	-17.737000000000002
CRTAP	-11.231	-11.577	-14.712	-12.682	-26.906	-20.916
CRTC1	-13.519	-10.325	-18.726	-7.13	-31.158	-24.531999999999996
CRTC2	0.22899999999999998	-2.511	-5.626	-9.375	-21.386999999999997	-39.99
CRTC3	-6.257999999999999	-7.8020000000000005	-15.734000000000002	-17.783	-14.252	-7.94
CRX	0.9620000000000001	-5.495	-12.081	-20.805999999999997	-18.104	-18.546
CRY1	3.1439999999999997	-10.436	0.40399999999999997	-20.586	-8.05	-23.046
CRY2	0.156	6.343	1.235	-8.871	-3.531	-3.1860000000000004
CRYAA	-5.89	-1.709	-16.674	-12.055	-29.444000000000003	-22.892
CRYAB	-2.432	-16.185	-6.937	-18.616	-5.5920000000000005	-18.725
CRYBA1	-6.077999999999999	-9.499	-2.369	0.973	-10.290999999999999	-16.236
CRYBA2	-11.139000000000001	-12.328	-26.108	-19.734	-27.618000000000002	-34.193000000000005
CRYBA4	-8.28	-8.125	-12.922	-15.213	-21.261999999999997	-23.054000000000002
CRYBB1	0.17600000000000002	-8.242	-4.166	-5.06	-1.865	-5.77
CRYBB2	-10.989	-7.2989999999999995	-16.759	-14.009	-23.877	-11.914000000000001
CRYBB3	-3.3289999999999997	-10.44	-14.567	-21.724	-16.52	-21.374000000000002
CRYBG3	0.589	-7.916	-6.517	-20.163	-13.411	-31.358
CRYGA	-8.281	-17.944000000000003	-10.535	-19.047	-22.035	-28.264
CRYGB	-4.405	-9.353	-11.183	-24.835	-8.41	-13.088
CRYGC	0.016	-0.745	1.329	-4.654	-9.18	-24.208000000000002
CRYGD	-10.12	-0.16899999999999998	-12.687999999999999	-6.053999999999999	-22.846	-22.959
CRYGN	-4.513	-10.685	-8.872	-15.914000000000001	-13.434000000000001	-22.081
CRYGS	-1.617	-5.9910000000000005	-9.217	-7.347	-15.3	-14.856
CRYL1	-1.2819999999999998	-12.179	-4.226	-8.799	-11.032	-18.938
CRYM	-3.195	-16.088	-10.049	-23.541999999999998	-6.7010000000000005	-20.831
CRYZ	-9.693999999999999	-9.847000000000001	-7.999	-7.48	-20.901	-29.979
CRYZL1	5.655	5.31	5.289	-2.682	-0.718	-15.139000000000001
CS	-1.307	-13.722999999999999	2.807	-6.194	2.945	0.305
CSAD	3.466	-7.428999999999999	0.065	-17.805	-0.151	-13.950999999999999
CSDC2	-14.144	-24.741999999999997	-15.565	-19.15	-29.463	-29.57
CSDE1	-9.032	-14.987	-5.697	-2.546	-17.993	-20.662
CSE1L	-5.428	1.5830000000000002	8.874	22.305999999999997	7.037000000000001	31.918000000000003
CSF1	-5.034	-10.12	-2.822	-8.325	-10.584000000000001	-17.135
CSF1R	-0.157	-2.031	-6.805	-13.187999999999999	-16.339000000000002	-24.65
CSF2	-9.756	-14.33	-18.589000000000002	-31.281999999999996	-14.002	-14.715
CSF2RB	0.665	0.828	-2.055	2.785	-11.484000000000002	-16.275
CSF3	-9.06	-13.554	-0.35	-2.614	-14.86	-16.435
CSF3R	-11.155999999999999	-9.388	-8.065	-7.185	-17.139	-16.669
CSGALNACT1	-11.58	-18.069000000000003	-8.996	-14.437999999999999	-12.329	-22.601999999999997
CSGALNACT2	-8.054	-12.669	-11.149000000000001	-10.718	-12.853	-20.226
CSHL1	-4.802	-4.939	-7.709	-15.689	-17.843	-18.101
CSK	-14.215	-23.318	-29.223000000000003	-69.57	-28.151	-35.55
CSMD1	-3.248	-15.027999999999999	-8.593	-24.143	-14.0	-26.515
CSMD2	-10.481	-11.220999999999998	-23.215	-32.080999999999996	-29.504	-28.909000000000002
CSMD3	-6.065	-18.131	-10.818	-15.681	-23.837	-33.209
CSN1S1	-5.119	-15.003	-11.015	-22.916	-21.273000000000003	-30.908
CSN2	-13.163	-14.479000000000001	-21.212	-26.65	-29.629	-24.531
CSN3	-11.112	-16.477	-12.152999999999999	-13.630999999999998	-19.649	-31.896
CSNK1A1	1.2919999999999998	8.097999999999999	7.501	11.440999999999999	11.2	18.058
CSNK1A1L	0.748	-3.145	-5.232	-8.127	-12.817	-33.786
CSNK1D	-1.335	-10.195	-19.77	-38.739000000000004	-1.005	-11.875
CSNK1E	-1.091	-9.701	-9.408999999999999	-4.46	-11.987	-17.504
CSNK1G1	2.85	-3.842	2.9610000000000003	-4.687	-3.778	-8.33
CSNK1G2	-2.048	-1.13	-2.069	5.0	-3.285	-9.067
CSNK1G3	-7.496	-8.927	-11.059000000000001	-23.085	-25.217	-37.561
CSNK2A1	1.567	-7.843	-2.549	-4.263	-3.763	-13.325
CSNK2A2	-8.361	-8.191	-14.687999999999999	-13.883	-16.838	-11.963
CSNK2A3	0.429	-8.815	-0.473	-9.724	-8.453	-21.179000000000002
CSNK2B	4.146	6.337999999999999	27.625	26.793000000000003	33.489000000000004	62.365
CSPG4	-7.891	-11.342	-14.867	-15.635	-14.277000000000001	-4.779
CSPG5	-2.275	-13.754000000000001	-8.922	-5.337000000000001	-17.206	-30.366
CSPP1	13.852	3.532	19.18	5.899	15.383	-0.9209999999999999
CSRNP1	-7.111000000000001	-17.102	-0.6459999999999999	0.865	-23.029	-23.112
CSRNP2	0.43799999999999994	-8.346	-6.996	-26.796999999999997	-6.433	-37.681999999999995
CSRNP3	-4.21	-5.685	-12.474	-9.227	-13.353	-22.04
CSRP1	-6.265	-2.112	-5.7989999999999995	-3.029	-15.775	-14.84
CSRP2	-7.58	2.8689999999999998	-12.001	-16.352	-24.736	-16.007
CSRP2BP	-2.311	-2.591	-4.8660000000000005	-4.467	-0.48200000000000004	3.447
CSRP3	-5.905	-12.322000000000001	-3.992	-11.189	-12.415999999999999	-29.928
CST1	-7.875	2.002	-13.415	-16.852	-25.3	-27.718000000000004
CST11	-5.269	-3.984	1.112	-8.838	-9.911	-14.138
CST2	-3.653	-9.838	-7.193	-16.747	-16.965	-23.213
CST3	-14.28	-9.235	-18.01	-6.006	-28.563000000000002	-27.166999999999998
CST4	-1.9269999999999998	-4.194	-7.87	-3.998	-17.593	-17.547
CST5	-12.880999999999998	-11.388	-27.594	-18.374000000000002	-35.375	-31.868000000000002
CST6	-7.182	-8.905	-3.639	-2.217	-19.289	-18.320999999999998
CST7	-3.602	-4.833	-5.254	-10.463	-20.112000000000002	-18.599
CST8	-8.547	-11.37	-10.732000000000001	-20.017	-23.323	-32.419000000000004
CST9	-1.219	-5.234	-5.468999999999999	-7.249	0.002	-4.26
CST9L	-9.314	-23.943	-9.566	-11.512	-27.576999999999998	-50.013000000000005
CSTA	-3.259	-8.853	-8.185	-21.581999999999997	-9.939	-21.018
CSTB	-8.255	-7.348	-9.398	0.11699999999999999	-19.252	-13.338
CSTF1	1.999	16.851	11.26	31.164	27.43	62.406000000000006
CSTF2	-4.8180000000000005	-4.269	-12.470999999999998	-17.442999999999998	-18.014	-11.097999999999999
CSTF2T	-5.056	-13.302	-11.956	-19.879	-6.94	-8.243
CSTF3	7.2589999999999995	-2.34	9.016	15.724	15.536	21.982
CSTL1	-0.36	-3.833	-12.357000000000001	-22.662	-12.96	-25.293000000000003
CT45A5	-2.037	-1.4	-3.103	-3.467	-5.169	-1.055
CT47B1	-17.736	-25.654	-20.205	-30.055	-36.957	-38.46
CT62	-8.429	-11.079	-20.514	-19.01	-21.264	-17.561
CTAG2	-14.413	-15.808	-21.871	-26.758000000000003	-25.618000000000002	-29.811
CTAGE1	1.374	-9.781	0.7440000000000001	-8.316	-8.665	-23.427
CTAGE5	-2.529	-4.582	-5.569	-8.126	-14.492	-25.357
CTBP1	-9.633	-4.334	-12.040999999999999	-14.094000000000001	-9.949	-12.109000000000002
CTBP2	-4.7410000000000005	-15.610999999999999	-8.782	-9.69	-13.107999999999999	-4.355
CTBS	0.44799999999999995	-4.519	-6.351	-11.918	-10.716	-32.095
CTC-534A2.2	-1.4809999999999999	-3.4560000000000004	2.5810000000000004	5.739	-8.152999999999999	-12.148
CTC1	-6.577000000000001	1.2329999999999999	-4.601	2.403	19.090999999999998	45.891000000000005
CTCF	13.298	25.500999999999998	19.329	43.943999999999996	38.78	61.068999999999996
CTCFL	0.987	-11.052999999999999	-8.696	-27.16	-12.149000000000001	-33.569
CTD-2368P22.1	-4.479	-18.547	-6.903	-18.775	-18.936	-34.656
CTD-2616J11.4	8.106	-5.08	-10.322000000000001	-31.611	-0.132	-18.538
CTDNEP1	1.6880000000000002	10.51	10.936	21.728	-2.233	16.362000000000002
CTDP1	-2.443	3.071	-6.242000000000001	3.469	15.47	27.593000000000004
CTDSP1	-3.6189999999999998	5.433	-13.547	-19.399	-13.944	-11.799000000000001
CTDSP2	1.949	-0.6990000000000001	-5.558	-16.85	-0.665	7.337000000000001
CTDSPL	1.929	-12.295	-4.2330000000000005	-19.653	-12.869000000000002	-32.843
CTDSPL2	0.975	-21.101999999999997	-0.456	-14.257	8.853	-13.992
CTF1	-2.968	2.253	-5.867999999999999	-1.6380000000000001	-17.892	-6.617000000000001
CTGF	-9.097999999999999	-6.473	-21.96	-13.835999999999999	-26.44	-16.81
CTH	-3.1689999999999996	-11.283	-14.899000000000001	-24.403000000000002	-20.414	-29.768
CTHRC1	-8.772	-16.983	-9.72	-7.9639999999999995	-20.444000000000003	-21.008000000000003
CTIF	1.3840000000000001	12.665999999999999	-8.552	2.832	-9.8	-1.714
CTLA4	-3.84	-4.275	-5.937	-6.295	-22.031999999999996	-32.65
CTNNA1	-1.78	-19.045	-1.7169999999999999	-9.687000000000001	1.597	-1.103
CTNNA2	-5.582000000000001	-12.708	-8.469	-20.728	-18.680999999999997	-33.893
CTNNA3	0.042	-5.186	-6.531000000000001	-21.203000000000003	-10.828	-33.849000000000004
CTNNAL1	0.742	-20.371	-4.211	-33.391	-10.048	-30.52
CTNNB1	-3.495	-12.263	-9.971	-18.652	-1.67	-7.436
CTNNBIP1	-2.866	7.939	1.228	15.249	-13.095999999999998	-0.8170000000000001
CTNNBL1	5.482	4.293	3.28	6.835	13.357000000000001	15.908
CTNND1	-11.280999999999999	-16.778	-16.781	-21.016	-26.768	-21.969
CTNND2	-9.862	-17.631	-15.290999999999999	-19.323	-21.409000000000002	-20.758000000000003
CTNS	-4.978	-9.726	-8.972000000000001	-13.602	-17.702	-23.75
CTPS1	3.701	19.784000000000002	26.973000000000003	29.985	37.23	72.10600000000001
CTPS2	-4.196000000000001	-2.675	-15.935	-20.324	-23.881	-30.486
CTR9	-0.35100000000000003	0.767	1.314	1.0090000000000001	17.783	43.595
CTRB1	-2.5639999999999996	-11.038	-10.538	-16.358	-13.231	-18.076
CTRB2	-20.025	-22.79	-26.499000000000002	-27.221	-23.78	-31.158
CTRC	2.945	1.0859999999999999	-8.636000000000001	-23.371	-0.655	-8.35
CTRL	-2.542	-7.596	-0.07200000000000001	-3.458	-7.641	-8.874
CTSA	-7.542999999999999	-12.037	-0.725	0.413	0.6829999999999999	-1.128
CTSB	-5.76	-6.079	-6.982	-8.947000000000001	-29.906999999999996	-38.48
CTSC	-1.517	-14.65	-8.759	-33.403	-13.5	-46.216
CTSD	-8.787	-5.039	-14.86	-13.177	-24.739	-15.368
CTSE	-4.587	-7.76	-13.294	-28.969	-11.331	-26.08
CTSF	-11.050999999999998	-12.962	-16.324	-5.587999999999999	-25.987	-13.98
CTSG	-4.784	-11.227	-11.505	-14.151	-15.148	-17.613
CTSH	-13.382	-23.025	-16.759	-14.716	-24.294	-29.563000000000002
CTSK	-3.3310000000000004	-12.780999999999999	-6.569	-14.620999999999999	-15.607999999999999	-20.317999999999998
CTSL	0.8190000000000001	-8.746	-2.855	-22.799	-14.847000000000001	-35.486999999999995
CTSO	-2.846	-10.124	-14.325999999999999	-31.788	-18.485	-24.570999999999998
CTSS	2.28	-0.24100000000000002	-6.309	-18.203	-10.927	-22.217
CTSV	-4.768	-6.943	-15.203	-21.465999999999998	-20.385	-38.917
CTSW	-2.79	-3.301	-6.8629999999999995	-5.087	-16.45	-12.571
CTSZ	3.155	4.551	1.7	5.803	-12.492	-16.561
CTTN	-0.826	-4.405	-11.548	-11.450999999999999	-3.845	1.137
CTTNBP2	-4.362	-15.104000000000001	-14.280999999999999	-16.875999999999998	-12.779000000000002	-10.440999999999999
CTTNBP2NL	-1.8119999999999998	-16.038	-4.239	-20.045	-6.172000000000001	-24.5
CTU1	-1.355	5.684	-9.421	-4.92	1.879	28.511
CTU2	-3.24	7.795	-10.469000000000001	-12.577	-10.617	15.716
CTXN1	1.528	11.314	-11.432	-4.821000000000001	-12.458	1.5230000000000001
CTXN2	-2.294	-9.126	-3.661	-6.837000000000001	-4.035	-14.219000000000001
CTXN3	-3.284	-13.401	-8.202	-17.975	-27.57	-37.549
CUBN	-8.273	-15.686	-7.2	-6.8229999999999995	-24.934	-17.654
CUEDC1	-4.043	-9.515	-11.445	-6.309	-19.619	-29.219
CUEDC2	-0.889	9.756	-2.298	7.3870000000000005	-1.976	12.856
CUL1	3.713	0.556	11.962	25.515	23.160999999999998	45.011
CUL2	15.862	10.98	27.629	28.651	29.398000000000003	27.416999999999998
CUL3	4.994	-19.363	-16.506	-60.25899999999999	8.408999999999999	-18.714000000000002
CUL4A	-3.88	-4.086	-6.2010000000000005	-7.263999999999999	-19.838	-29.057
CUL4B	1.9709999999999999	-9.829	2.701	-14.18	-7.822	-13.33
CUL5	-5.079	-16.26	-13.562999999999999	-26.432	-25.456999999999997	-34.891999999999996
CUL7	-1.037	-3.6639999999999997	-7.354	-12.332	-10.562000000000001	-18.374000000000002
CUL9	-6.561	-10.568	-12.6	-17.116	-27.328000000000003	-30.23
CUTA	0.11199999999999999	-4.989	-2.553	-8.494	-32.827	-36.993
CUTC	-0.361	-6.662999999999999	-8.78	-10.738	-7.629	-12.25
CUX1	-2.309	-18.155	-12.274000000000001	-29.308000000000003	-11.662	-34.917
CUX2	-8.779	-9.771	-9.067	-14.999	-16.434	-15.696
CUZD1	-7.835	-19.579	-7.065	-10.357000000000001	-10.293	3.185
CWC22	3.4789999999999996	-0.39899999999999997	5.7989999999999995	10.56	7.667000000000001	11.306
CWC25	7.063	9.707	5.593999999999999	20.656999999999996	8.386000000000001	13.855
CWC27	-5.857	-6.337999999999999	-9.448	-12.384	-17.386	-11.877
CWF19L1	0.067	4.8389999999999995	2.2319999999999998	5.989	5.507999999999999	7.926
CWF19L2	7.402	5.729	13.495	17.526	20.15	37.532
CWH43	-6.002999999999999	-11.579	-13.523	-25.365	-13.215	-18.373
CX3CL1	-5.9	-9.922	-13.934000000000001	-22.069000000000003	-23.750999999999998	-29.483
CX3CR1	4.5089999999999995	-9.592	-6.101	-24.664	-5.129	-13.931
CXADR	1.061	0.018000000000000002	-10.949000000000002	-34.806	-17.738	-42.168
CXCL1	-6.357	0.205	-12.84	-9.406	-19.514	-20.363
CXCL10	12.869000000000002	-3.989	15.535	-1.9509999999999998	7.535	-35.381
CXCL11	-2.8539999999999996	-1.8559999999999999	-9.669	-20.671	-10.151	-10.479000000000001
CXCL12	-14.032	-12.786	-19.134	-13.77	-22.76	-16.516
CXCL13	-0.7909999999999999	-18.118	-7.237	-28.991	1.092	-1.133
CXCL16	-10.962	-13.345	-12.190999999999999	-9.67	-24.609	-23.74
CXCL17	1.581	-4.228	-1.515	-9.954	5.117	-12.128
CXCL3	-0.34700000000000003	-2.023	-0.9079999999999999	0.053	-5.723	-6.841
CXCL5	-8.177999999999999	-10.139	-16.834	-17.067999999999998	-19.842	-26.029
CXCL6	-5.318	-4.425	-4.749	-0.9279999999999999	-9.673	-7.841
CXCL9	-1.4880000000000002	-9.467	-4.6	-11.229000000000001	-9.791	-26.708000000000002
CXCR1	-8.42	-3.638	-21.095	-18.826	-24.919	-23.394000000000002
CXCR2	-3.91	-1.598	-4.166	-7.579	-2.157	-22.145
CXCR3	-5.296	-6.7829999999999995	-15.341	-21.679000000000002	-22.831	-28.016
CXCR4	7.185	-6.353	2.292	-11.620999999999999	-4.622	-32.758
CXCR5	-5.524	-11.957	-5.3	-24.304000000000002	-12.623	-20.347
CXCR6	-5.228	-6.651	-3.68	1.197	-26.514	-29.936
CXXC1	-0.294	-5.85	-1.537	2.379	2.511	10.392999999999999
CXXC11	-3.736	-0.462	-16.666	-18.683	-10.116	-6.5920000000000005
CXXC4	-10.56	-5.162000000000001	-17.24	-16.63	-23.383000000000003	-4.27
CXXC5	-6.483	-1.76	-13.402999999999999	-14.987	-15.464	-12.210999999999999
CXorf21	-1.9469999999999998	-17.432000000000002	-12.087	-17.872	-15.284	-37.919000000000004
CXorf22	-8.714	-15.834000000000001	-16.99	-25.595	-21.961	-33.043
CXorf23	-4.61	-11.979000000000001	-5.0889999999999995	-16.922	-16.863	-34.843
CXorf24	-7.403	-10.543	-12.017000000000001	-25.729	-25.842	-34.128
CXorf27	-6.358	-18.823	-9.062000000000001	-15.216	-23.877	-31.425
CXorf28	-6.632999999999999	-5.276	-10.722999999999999	-10.436	-20.096	-20.563000000000002
CXorf31	1.171	-22.101	-3.06	-29.488000000000003	-8.36	-33.475
CXorf36	-5.847	-15.100999999999999	-11.952	-19.844	-25.096999999999998	-30.213
CXorf38	-3.545	-11.652000000000001	-8.349	-24.406999999999996	-14.394	-30.22
CXorf48	1.307	-15.472000000000001	-1.671	-25.491999999999997	-1.056	-20.153
CXorf56	-1.51	-14.508	-7.2989999999999995	-21.826	-6.979	-3.11
CXorf57	-7.7589999999999995	-7.24	-7.142	-4.8	-19.355	-16.857
CXorf58	1.65	-12.165999999999999	-1.2919999999999998	-18.993	-15.074000000000002	-37.681999999999995
CXorf61	-7.071000000000001	-11.392000000000001	-14.784	-20.002	-20.363	-30.763
CXorf64	-6.513999999999999	-18.676	-12.898	-24.575	-12.909	-31.939
CXorf65	-3.73	-12.198	-8.885	-15.957	-12.638	-34.45
CXorf66	-0.16	-15.859000000000002	-1.946	-7.466	-17.269000000000002	-39.685
CYB561	-8.687999999999999	-15.124	-11.219000000000001	-8.703	-11.366	-8.493
